voltage_list,tap,reg_voltage,vreg,ptratio,v_base,patamar
"[0.9800000190734863, 1.0156400203704834, 1.015660047531128, 1.0458600521087646, 1.035789966583252]",-6,0.98252,121.954339155902,63.496,7967.433714816837,8174
"[0.9799799919128418, 1.0156300067901611, 1.0156500339508057, 1.0458500385284424, 1.0357799530029297]",-6,0.98251,121.954339155902,63.496,7967.433714816837,8175
"[0.9799699783325195, 1.0156099796295166, 1.0156300067901611, 1.0458400249481201, 1.035770058631897]",-6,0.98249,121.954339155902,63.496,7967.433714816837,8176
"[0.9799500107765198, 1.0155999660491943, 1.0156199932098389, 1.0458300113677979, 1.035770058631897]",-6,0.98248,121.954339155902,63.496,7967.433714816837,8177
"[0.9799299836158752, 1.0155800580978394, 1.0155999660491943, 1.0458199977874756, 1.0357600450515747]",-6,0.98246,121.954339155902,63.496,7967.433714816837,8178
"[0.9799200296401978, 1.015570044517517, 1.015589952468872, 1.045799970626831, 1.0357500314712524]",-6,0.98245,121.954339155902,63.496,7967.433714816837,8179
"[0.9799000024795532, 1.0155600309371948, 1.0155800580978394, 1.0457899570465088, 1.0357500314712524]",-6,0.98243,121.954339155902,63.496,7967.433714816837,8180
"[0.979889988899231, 1.0155400037765503, 1.0155600309371948, 1.0457799434661865, 1.0357400178909302]",-6,0.98242,121.954339155902,63.496,7967.433714816837,8181
"[0.9798700213432312, 1.015529990196228, 1.0155500173568726, 1.0457700490951538, 1.035730004310608]",-6,0.9824,121.954339155902,63.496,7967.433714816837,8182
"[0.9798499941825867, 1.0155099630355835, 1.015529990196228, 1.0457500219345093, 1.035730004310608]",-6,0.98239,121.954339155902,63.496,7967.433714816837,8183
"[0.9798399806022644, 1.0154999494552612, 1.0155199766159058, 1.045740008354187, 1.0357199907302856]",-6,0.98237,121.954339155902,63.496,7967.433714816837,8184
"[0.9798200130462646, 1.0154900550842285, 1.0154999494552612, 1.0457299947738647, 1.0357099771499634]",-6,0.98236,121.954339155902,63.496,7967.433714816837,8185
"[0.9798099994659424, 1.015470027923584, 1.0154900550842285, 1.0457199811935425, 1.0357099771499634]",-6,0.98234,121.954339155902,63.496,7967.433714816837,8186
"[0.9797899723052979, 1.0154600143432617, 1.0154800415039062, 1.0457099676132202, 1.0356999635696411]",-6,0.98233,121.954339155902,63.496,7967.433714816837,8187
"[0.9797700047492981, 1.0154399871826172, 1.0154600143432617, 1.0456899404525757, 1.0356999635696411]",-6,0.98231,121.954339155902,63.496,7967.433714816837,8188
"[0.9797599911689758, 1.015429973602295, 1.0154500007629395, 1.045680046081543, 1.0356899499893188]",-6,0.9823,121.954339155902,63.496,7967.433714816837,8189
"[0.9797400236129761, 1.0154099464416504, 1.015429973602295, 1.0456700325012207, 1.0356800556182861]",-6,0.98228,121.954339155902,63.496,7967.433714816837,8190
"[0.9797199964523315, 1.0154000520706177, 1.0154199600219727, 1.0456600189208984, 1.0356800556182861]",-6,0.98227,121.954339155902,63.496,7967.433714816837,8191
"[0.9797099828720093, 1.0153900384902954, 1.0154000520706177, 1.0456500053405762, 1.0356700420379639]",-6,0.98225,121.954339155902,63.496,7967.433714816837,8192
"[0.9796900153160095, 1.0153700113296509, 1.0153900384902954, 1.0456299781799316, 1.0356600284576416]",-6,0.98224,121.954339155902,63.496,7967.433714816837,8193
"[0.9796800017356873, 1.0153599977493286, 1.0153800249099731, 1.0456199645996094, 1.0356600284576416]",-6,0.98222,121.954339155902,63.496,7967.433714816837,8194
"[0.9796599745750427, 1.015339970588684, 1.0153599977493286, 1.045609951019287, 1.0356500148773193]",-6,0.98221,121.954339155902,63.496,7967.433714816837,8195
"[0.979640007019043, 1.0153299570083618, 1.0153499841690063, 1.0456000566482544, 1.035640001296997]",-6,0.98219,121.954339155902,63.496,7967.433714816837,8196
"[0.9796299934387207, 1.0153100490570068, 1.0153299570083618, 1.0455800294876099, 1.035640001296997]",-6,0.98218,121.954339155902,63.496,7967.433714816837,8197
"[0.979610025882721, 1.0153000354766846, 1.0153199434280396, 1.0455700159072876, 1.0356299877166748]",-6,0.98216,121.954339155902,63.496,7967.433714816837,8198
"[0.9796000123023987, 1.0152900218963623, 1.0153000354766846, 1.0455600023269653, 1.0356199741363525]",-6,0.98215,121.954339155902,63.496,7967.433714816837,8199
"[0.9795799851417542, 1.0152699947357178, 1.0152900218963623, 1.045549988746643, 1.0356199741363525]",-6,0.98213,121.954339155902,63.496,7967.433714816837,8200
"[0.9795600175857544, 1.0152599811553955, 1.01528000831604, 1.0455399751663208, 1.0356099605560303]",-6,0.98212,121.954339155902,63.496,7967.433714816837,8201
"[0.9795500040054321, 1.015239953994751, 1.0152599811553955, 1.0455199480056763, 1.0356099605560303]",-6,0.9821,121.954339155902,63.496,7967.433714816837,8202
"[0.9795299768447876, 1.0152299404144287, 1.0152499675750732, 1.0455100536346436, 1.035599946975708]",-6,0.98209,121.954339155902,63.496,7967.433714816837,8203
"[0.9795200228691101, 1.0152100324630737, 1.0152299404144287, 1.0455000400543213, 1.0355900526046753]",-6,0.98207,121.954339155902,63.496,7967.433714816837,8204
"[0.9794899821281433, 1.0151900053024292, 1.0152100324630737, 1.0454800128936768, 1.035580039024353]",-6,0.98205,121.954339155902,63.496,7967.433714816837,8205
"[0.9794800281524658, 1.015179991722107, 1.0152000188827515, 1.0454699993133545, 1.035580039024353]",-6,0.98204,121.954339155902,63.496,7967.433714816837,8206
"[0.9794600009918213, 1.0151699781417847, 1.015179991722107, 1.0454599857330322, 1.0355700254440308]",-6,0.98202,121.954339155902,63.496,7967.433714816837,8207
"[0.9794399738311768, 1.0151499509811401, 1.0151699781417847, 1.0454399585723877, 1.0355600118637085]",-6,0.98201,121.954339155902,63.496,7967.433714816837,8208
"[0.9794300198554993, 1.0151400566101074, 1.0151599645614624, 1.0454299449920654, 1.0355600118637085]",-6,0.98199,121.954339155902,63.496,7967.433714816837,8209
"[0.9794099926948547, 1.015120029449463, 1.0151400566101074, 1.0454200506210327, 1.0355499982833862]",-6,0.98198,121.954339155902,63.496,7967.433714816837,8210
"[0.9793999791145325, 1.0151100158691406, 1.0151300430297852, 1.0454100370407104, 1.035539984703064]",-6,0.98196,121.954339155902,63.496,7967.433714816837,8211
"[0.9793800115585327, 1.015089988708496, 1.0151100158691406, 1.0454000234603882, 1.035539984703064]",-6,0.98195,121.954339155902,63.496,7967.433714816837,8212
"[0.9793599843978882, 1.0150799751281738, 1.0151000022888184, 1.0453799962997437, 1.0355299711227417]",-6,0.98193,121.954339155902,63.496,7967.433714816837,8213
"[0.9793499708175659, 1.0150699615478516, 1.015089988708496, 1.0453699827194214, 1.0355199575424194]",-6,0.98192,121.954339155902,63.496,7967.433714816837,8214
"[0.9793300032615662, 1.0150500535964966, 1.0150699615478516, 1.0453599691390991, 1.0355199575424194]",-6,0.9819,121.954339155902,63.496,7967.433714816837,8215
"[0.9793199896812439, 1.0150400400161743, 1.0150599479675293, 1.0453499555587769, 1.0355099439620972]",-6,0.98189,121.954339155902,63.496,7967.433714816837,8216
"[0.9793000221252441, 1.0150200128555298, 1.0150400400161743, 1.0453300476074219, 1.0355099439620972]",-6,0.98187,121.954339155902,63.496,7967.433714816837,8217
"[0.9792799949645996, 1.0150099992752075, 1.015030026435852, 1.0453200340270996, 1.0355000495910645]",-6,0.98186,121.954339155902,63.496,7967.433714816837,8218
"[0.9792699813842773, 1.0149999856948853, 1.0150099992752075, 1.0453100204467773, 1.0354900360107422]",-6,0.98184,121.954339155902,63.496,7967.433714816837,8219
"[0.9792500138282776, 1.0149799585342407, 1.0149999856948853, 1.045300006866455, 1.0354900360107422]",-6,0.98183,121.954339155902,63.496,7967.433714816837,8220
"[0.9792400002479553, 1.0149699449539185, 1.014989972114563, 1.0452899932861328, 1.03548002243042]",-6,0.98181,121.954339155902,63.496,7967.433714816837,8221
"[0.9792199730873108, 1.0149500370025635, 1.0149699449539185, 1.0452699661254883, 1.0354700088500977]",-6,0.98179,121.954339155902,63.496,7967.433714816837,8222
"[0.979200005531311, 1.0149400234222412, 1.0149600505828857, 1.045259952545166, 1.0354700088500977]",-6,0.98178,121.954339155902,63.496,7967.433714816837,8223
"[0.9791899919509888, 1.0149199962615967, 1.0149400234222412, 1.0452500581741333, 1.0354599952697754]",-6,0.98176,121.954339155902,63.496,7967.433714816837,8224
"[0.979170024394989, 1.0149099826812744, 1.014930009841919, 1.045240044593811, 1.0354499816894531]",-6,0.98175,121.954339155902,63.496,7967.433714816837,8225
"[0.9791499972343445, 1.0148899555206299, 1.0149099826812744, 1.0452200174331665, 1.0354499816894531]",-6,0.98173,121.954339155902,63.496,7967.433714816837,8226
"[0.9791399836540222, 1.0148799419403076, 1.0148999691009521, 1.0452100038528442, 1.0354399681091309]",-6,0.98172,121.954339155902,63.496,7967.433714816837,8227
"[0.9791200160980225, 1.014870047569275, 1.0148799419403076, 1.045199990272522, 1.0354299545288086]",-6,0.9817,121.954339155902,63.496,7967.433714816837,8228
"[0.9791100025177002, 1.0148500204086304, 1.014870047569275, 1.0451899766921997, 1.0354299545288086]",-6,0.98169,121.954339155902,63.496,7967.433714816837,8229
"[0.9790899753570557, 1.014840006828308, 1.0148600339889526, 1.0451699495315552, 1.0354199409484863]",-6,0.98167,121.954339155902,63.496,7967.433714816837,8230
"[0.9790700078010559, 1.0148199796676636, 1.014840006828308, 1.0451600551605225, 1.0354100465774536]",-6,0.98166,121.954339155902,63.496,7967.433714816837,8231
"[0.9790599942207336, 1.0148099660873413, 1.0148299932479858, 1.0451500415802002, 1.0354100465774536]",-6,0.98164,121.954339155902,63.496,7967.433714816837,8232
"[0.9790400266647339, 1.0147900581359863, 1.0148099660873413, 1.045140027999878, 1.0354000329971313]",-6,0.98163,121.954339155902,63.496,7967.433714816837,8233
"[0.9790199995040894, 1.014780044555664, 1.014799952507019, 1.0451300144195557, 1.035390019416809]",-6,0.98161,121.954339155902,63.496,7967.433714816837,8234
"[0.9790099859237671, 1.0147700309753418, 1.014780044555664, 1.0451099872589111, 1.035390019416809]",-6,0.9816,121.954339155902,63.496,7967.433714816837,8235
"[0.9789900183677673, 1.0147500038146973, 1.0147700309753418, 1.0450999736785889, 1.0353800058364868]",-6,0.98158,121.954339155902,63.496,7967.433714816837,8236
"[0.9789800047874451, 1.014739990234375, 1.0147600173950195, 1.0450899600982666, 1.0353699922561646]",-6,0.98157,121.954339155902,63.496,7967.433714816837,8237
"[0.9789599776268005, 1.0147199630737305, 1.014739990234375, 1.0450799465179443, 1.0353699922561646]",-6,0.98155,121.954339155902,63.496,7967.433714816837,8238
"[0.9789400100708008, 1.0147099494934082, 1.0147299766540527, 1.0450600385665894, 1.0353599786758423]",-6,0.98154,121.954339155902,63.496,7967.433714816837,8239
"[0.9789299964904785, 1.0146900415420532, 1.0147099494934082, 1.045050024986267, 1.03534996509552]",-6,0.98152,121.954339155902,63.496,7967.433714816837,8240
"[0.9789100289344788, 1.014680027961731, 1.0147000551223755, 1.0450400114059448, 1.03534996509552]",-6,0.98151,121.954339155902,63.496,7967.433714816837,8241
"[0.9788900017738342, 1.0146600008010864, 1.014680027961731, 1.0450299978256226, 1.0353399515151978]",-6,0.98149,121.954339155902,63.496,7967.433714816837,8242
"[0.978879988193512, 1.0146499872207642, 1.0146700143814087, 1.0450199842453003, 1.0353399515151978]",-6,0.98148,121.954339155902,63.496,7967.433714816837,8243
"[0.9788600206375122, 1.014639973640442, 1.0146499872207642, 1.0449999570846558, 1.035330057144165]",-6,0.98146,121.954339155902,63.496,7967.433714816837,8244
"[0.9788500070571899, 1.0146199464797974, 1.014639973640442, 1.0449899435043335, 1.0353200435638428]",-6,0.98145,121.954339155902,63.496,7967.433714816837,8245
"[0.9788299798965454, 1.0146100521087646, 1.0146299600601196, 1.0449800491333008, 1.0353200435638428]",-6,0.98143,121.954339155902,63.496,7967.433714816837,8246
"[0.9788100123405457, 1.0145900249481201, 1.0146100521087646, 1.0449700355529785, 1.0353100299835205]",-6,0.98142,121.954339155902,63.496,7967.433714816837,8247
"[0.9787999987602234, 1.0145800113677979, 1.0146000385284424, 1.044950008392334, 1.0353000164031982]",-6,0.9814,121.954339155902,63.496,7967.433714816837,8248
"[0.9787799715995789, 1.0145599842071533, 1.0145800113677979, 1.0449399948120117, 1.0353000164031982]",-6,0.98139,121.954339155902,63.496,7967.433714816837,8249
"[0.9787600040435791, 1.014549970626831, 1.0145699977874756, 1.0449299812316895, 1.035290002822876]",-6,0.98137,121.954339155902,63.496,7967.433714816837,8250
"[0.9787499904632568, 1.0145399570465088, 1.014549970626831, 1.0449199676513672, 1.0352799892425537]",-6,0.98136,121.954339155902,63.496,7967.433714816837,8251
"[0.9787300229072571, 1.0145200490951538, 1.0145399570465088, 1.0448999404907227, 1.0352799892425537]",-6,0.98134,121.954339155902,63.496,7967.433714816837,8252
"[0.9787200093269348, 1.0145100355148315, 1.0145299434661865, 1.04489004611969, 1.0352699756622314]",-6,0.98133,121.954339155902,63.496,7967.433714816837,8253
"[0.9786999821662903, 1.014490008354187, 1.0145100355148315, 1.0448800325393677, 1.0352599620819092]",-6,0.98131,121.954339155902,63.496,7967.433714816837,8254
"[0.9786800146102905, 1.0144799947738647, 1.0145000219345093, 1.0448700189590454, 1.0352599620819092]",-6,0.9813,121.954339155902,63.496,7967.433714816837,8255
"[0.9786700010299683, 1.0144599676132202, 1.0144799947738647, 1.0448600053787231, 1.035249948501587]",-6,0.98128,121.954339155902,63.496,7967.433714816837,8256
"[0.9786499738693237, 1.014449954032898, 1.0144699811935425, 1.0448399782180786, 1.0352400541305542]",-6,0.98127,121.954339155902,63.496,7967.433714816837,8257
"[0.9786400198936462, 1.0144399404525757, 1.014449954032898, 1.0448299646377563, 1.0352400541305542]",-6,0.98125,121.954339155902,63.496,7967.433714816837,8258
"[0.9786199927330017, 1.0144200325012207, 1.0144399404525757, 1.044819951057434, 1.035230040550232]",-6,0.98124,121.954339155902,63.496,7967.433714816837,8259
"[0.978600025177002, 1.0144100189208984, 1.014430046081543, 1.0448100566864014, 1.0352200269699097]",-6,0.98122,121.954339155902,63.496,7967.433714816837,8260
"[0.9785900115966797, 1.014389991760254, 1.0144100189208984, 1.044800043106079, 1.0352200269699097]",-6,0.98121,121.954339155902,63.496,7967.433714816837,8261
"[0.9785699844360352, 1.0143799781799316, 1.0144000053405762, 1.0447800159454346, 1.0352100133895874]",-6,0.98119,121.954339155902,63.496,7967.433714816837,8262
"[0.9785599708557129, 1.014359951019287, 1.0143799781799316, 1.0447700023651123, 1.0352100133895874]",-6,0.98118,121.954339155902,63.496,7967.433714816837,8263
"[0.9785400032997131, 1.0143500566482544, 1.0143699645996094, 1.04475998878479, 1.0351999998092651]",-6,0.98116,121.954339155902,63.496,7967.433714816837,8264
"[0.9785199761390686, 1.0143400430679321, 1.0143500566482544, 1.0447499752044678, 1.0351899862289429]",-6,0.98115,121.954339155902,63.496,7967.433714816837,8265
"[0.9785100221633911, 1.0143200159072876, 1.0143400430679321, 1.0447299480438232, 1.0351899862289429]",-6,0.98113,121.954339155902,63.496,7967.433714816837,8266
"[0.9784899950027466, 1.0143100023269653, 1.0143300294876099, 1.0447200536727905, 1.0351799726486206]",-6,0.98112,121.954339155902,63.496,7967.433714816837,8267
"[0.9784700274467468, 1.0142899751663208, 1.0143100023269653, 1.0447100400924683, 1.0351699590682983]",-6,0.9811,121.954339155902,63.496,7967.433714816837,8268
"[0.9784600138664246, 1.0142799615859985, 1.014299988746643, 1.044700026512146, 1.0351699590682983]",-6,0.98109,121.954339155902,63.496,7967.433714816837,8269
"[0.97843998670578, 1.0142600536346436, 1.0142799615859985, 1.0446900129318237, 1.035159945487976]",-6,0.98107,121.954339155902,63.496,7967.433714816837,8270
"[0.9784299731254578, 1.0142500400543213, 1.0142699480056763, 1.0446699857711792, 1.0351500511169434]",-6,0.98106,121.954339155902,63.496,7967.433714816837,8271
"[0.978410005569458, 1.014240026473999, 1.0142500400543213, 1.044659972190857, 1.0351500511169434]",-6,0.98104,121.954339155902,63.496,7967.433714816837,8272
"[0.9783899784088135, 1.0142199993133545, 1.014240026473999, 1.0446499586105347, 1.035140037536621]",-6,0.98102,121.954339155902,63.496,7967.433714816837,8273
"[0.978380024433136, 1.0142099857330322, 1.0142199993133545, 1.0446300506591797, 1.0351300239562988]",-6,0.98101,121.954339155902,63.496,7967.433714816837,8274
"[0.9783599972724915, 1.0141899585723877, 1.0142099857330322, 1.0446200370788574, 1.0351300239562988]",-6,0.98099,121.954339155902,63.496,7967.433714816837,8275
"[0.9783400297164917, 1.0141799449920654, 1.0141899585723877, 1.0446100234985352, 1.0351200103759766]",-6,0.98098,121.954339155902,63.496,7967.433714816837,8276
"[0.9783300161361694, 1.0141600370407104, 1.0141799449920654, 1.044600009918213, 1.0351099967956543]",-6,0.98096,121.954339155902,63.496,7967.433714816837,8277
"[0.9783099889755249, 1.0141500234603882, 1.0141700506210327, 1.0445799827575684, 1.0351099967956543]",-6,0.98095,121.954339155902,63.496,7967.433714816837,8278
"[0.9782900214195251, 1.0141299962997437, 1.0141500234603882, 1.044569969177246, 1.035099983215332]",-6,0.98093,121.954339155902,63.496,7967.433714816837,8279
"[0.9782800078392029, 1.0141199827194214, 1.014140009880066, 1.0445599555969238, 1.0350899696350098]",-6,0.98092,121.954339155902,63.496,7967.433714816837,8280
"[0.9782599806785583, 1.0140999555587769, 1.0141199827194214, 1.0445499420166016, 1.0350899696350098]",-6,0.9809,121.954339155902,63.496,7967.433714816837,8281
"[0.9782999753952026, 1.0141500234603882, 1.0141600370407104, 1.0445899963378906, 1.0351200103759766]",-6,0.98094,121.954339155902,63.496,7967.433714816837,8282
"[0.9783300161361694, 1.0141899585723877, 1.0142099857330322, 1.0446399450302124, 1.035159945487976]",-6,0.98097,121.954339155902,63.496,7967.433714816837,8283
"[0.9783599972724915, 1.0142300128936768, 1.0142500400543213, 1.0446900129318237, 1.0351999998092651]",-6,0.981,121.954339155902,63.496,7967.433714816837,8284
"[0.9783999919891357, 1.0142799615859985, 1.0142899751663208, 1.0447399616241455, 1.0352400541305542]",-6,0.98103,121.954339155902,63.496,7967.433714816837,8285
"[0.9784299731254578, 1.0143200159072876, 1.0143400430679321, 1.0447900295257568, 1.0352799892425537]",-6,0.98107,121.954339155902,63.496,7967.433714816837,8286
"[0.9784700274467468, 1.014359951019287, 1.0143799781799316, 1.0448399782180786, 1.0353200435638428]",-6,0.9811,121.954339155902,63.496,7967.433714816837,8287
"[0.9785000085830688, 1.0144100189208984, 1.014430046081543, 1.0448999404907227, 1.0353599786758423]",-6,0.98113,121.954339155902,63.496,7967.433714816837,8288
"[0.9785400032997131, 1.014449954032898, 1.0144699811935425, 1.044950008392334, 1.0354000329971313]",-6,0.98117,121.954339155902,63.496,7967.433714816837,8289
"[0.9785699844360352, 1.0145000219345093, 1.0145200490951538, 1.0449999570846558, 1.0354499816894531]",-6,0.9812,121.954339155902,63.496,7967.433714816837,8290
"[0.9786099791526794, 1.0145399570465088, 1.0145599842071533, 1.045050024986267, 1.03548002243042]",-6,0.98123,121.954339155902,63.496,7967.433714816837,8291
"[0.9786400198936462, 1.0145900249481201, 1.0146000385284424, 1.0450999736785889, 1.0355299711227417]",-6,0.98127,121.954339155902,63.496,7967.433714816837,8292
"[0.9786800146102905, 1.0146299600601196, 1.0146499872207642, 1.0451500415802002, 1.0355600118637085]",-6,0.9813,121.954339155902,63.496,7967.433714816837,8293
"[0.9787099957466125, 1.0146700143814087, 1.0146900415420532, 1.045199990272522, 1.035599946975708]",-6,0.98133,121.954339155902,63.496,7967.433714816837,8294
"[0.9787499904632568, 1.0147099494934082, 1.0147299766540527, 1.0452500581741333, 1.035640001296997]",-6,0.98137,121.954339155902,63.496,7967.433714816837,8295
"[0.9787799715995789, 1.0147600173950195, 1.014780044555664, 1.045300006866455, 1.0356800556182861]",-6,0.9814,121.954339155902,63.496,7967.433714816837,8296
"[0.9788200259208679, 1.014799952507019, 1.0148199796676636, 1.0453499555587769, 1.0357199907302856]",-6,0.98143,121.954339155902,63.496,7967.433714816837,8297
"[0.9788500070571899, 1.014840006828308, 1.0148600339889526, 1.0454000234603882, 1.0357600450515747]",-6,0.98146,121.954339155902,63.496,7967.433714816837,8298
"[0.978879988193512, 1.0148899555206299, 1.0149099826812744, 1.04544997215271, 1.0357999801635742]",-6,0.9815,121.954339155902,63.496,7967.433714816837,8299
"[0.9789199829101562, 1.014930009841919, 1.0149500370025635, 1.0455100536346436, 1.0358400344848633]",-6,0.98153,121.954339155902,63.496,7967.433714816837,8300
"[0.978950023651123, 1.0149699449539185, 1.014989972114563, 1.045549988746643, 1.0358799695968628]",-6,0.98156,121.954339155902,63.496,7967.433714816837,8301
"[0.9789900183677673, 1.0150200128555298, 1.0150400400161743, 1.0456000566482544, 1.0359200239181519]",-6,0.9816,121.954339155902,63.496,7967.433714816837,8302
"[0.9790199995040894, 1.0150599479675293, 1.0150799751281738, 1.0456500053405762, 1.0359599590301514]",-6,0.98163,121.954339155902,63.496,7967.433714816837,8303
"[0.9790599942207336, 1.0151000022888184, 1.015120029449463, 1.045699954032898, 1.0360000133514404]",-6,0.98166,121.954339155902,63.496,7967.433714816837,8304
"[0.9790899753570557, 1.0151499509811401, 1.0151699781417847, 1.0457500219345093, 1.03603994846344]",-6,0.98169,121.954339155902,63.496,7967.433714816837,8305
"[0.9791300296783447, 1.0151900053024292, 1.0152100324630737, 1.045799970626831, 1.036080002784729]",-6,0.98173,121.954339155902,63.496,7967.433714816837,8306
"[0.9791600108146667, 1.0152299404144287, 1.0152499675750732, 1.0458500385284424, 1.036120057106018]",-6,0.98176,121.954339155902,63.496,7967.433714816837,8307
"[0.979200005531311, 1.01528000831604, 1.0153000354766846, 1.0459100008010864, 1.0361599922180176]",-6,0.9818,121.954339155902,63.496,7967.433714816837,8308
"[0.9792299866676331, 1.0153199434280396, 1.015339970588684, 1.0459500551223755, 1.0362000465393066]",-6,0.98183,121.954339155902,63.496,7967.433714816837,8309
"[0.9792600274085999, 1.0153599977493286, 1.0153800249099731, 1.0460000038146973, 1.0362399816513062]",-6,0.98186,121.954339155902,63.496,7967.433714816837,8310
"[0.9793000221252441, 1.0154099464416504, 1.015429973602295, 1.046049952507019, 1.0362800359725952]",-6,0.98189,121.954339155902,63.496,7967.433714816837,8311
"[0.9793400168418884, 1.0154600143432617, 1.0154800415039062, 1.0461100339889526, 1.0363199710845947]",-6,0.98193,121.954339155902,63.496,7967.433714816837,8312
"[0.9793699979782104, 1.0154999494552612, 1.0155199766159058, 1.0461599826812744, 1.0363600254058838]",-6,0.98196,121.954339155902,63.496,7967.433714816837,8313
"[0.9793999791145325, 1.0155400037765503, 1.0155600309371948, 1.0462100505828857, 1.0363999605178833]",-6,0.98199,121.954339155902,63.496,7967.433714816837,8314
"[0.9794399738311768, 1.0155800580978394, 1.0155999660491943, 1.0462599992752075, 1.0364400148391724]",-6,0.98202,121.954339155902,63.496,7967.433714816837,8315
"[0.9794700145721436, 1.0156300067901611, 1.0156500339508057, 1.0463099479675293, 1.0364799499511719]",-6,0.98206,121.954339155902,63.496,7967.433714816837,8316
"[0.9795100092887878, 1.0156699419021606, 1.0156899690628052, 1.0463600158691406, 1.036520004272461]",-6,0.98209,121.954339155902,63.496,7967.433714816837,8317
"[0.9795399904251099, 1.015720009803772, 1.0157400369644165, 1.0464099645614624, 1.03656005859375]",-6,0.98213,121.954339155902,63.496,7967.433714816837,8318
"[0.9795799851417542, 1.0157599449157715, 1.015779972076416, 1.0464600324630737, 1.0365999937057495]",-6,0.98216,121.954339155902,63.496,7967.433714816837,8319
"[0.979610025882721, 1.0157999992370605, 1.015820026397705, 1.0465099811553955, 1.0366400480270386]",-6,0.98219,121.954339155902,63.496,7967.433714816837,8320
"[0.9796500205993652, 1.0158499479293823, 1.0158699750900269, 1.0465600490570068, 1.036679983139038]",-6,0.98222,121.954339155902,63.496,7967.433714816837,8321
"[0.9796800017356873, 1.0158900022506714, 1.015910029411316, 1.0466099977493286, 1.0367200374603271]",-6,0.98226,121.954339155902,63.496,7967.433714816837,8322
"[0.9797199964523315, 1.0159300565719604, 1.0159499645233154, 1.0466599464416504, 1.0367599725723267]",-6,0.98229,121.954339155902,63.496,7967.433714816837,8323
"[0.9797499775886536, 1.0159800052642822, 1.0159900188446045, 1.0467100143432617, 1.0368000268936157]",-6,0.98232,121.954339155902,63.496,7967.433714816837,8324
"[0.9797800183296204, 1.0160200595855713, 1.0160399675369263, 1.0467599630355835, 1.036829948425293]",-6,0.98235,121.954339155902,63.496,7967.433714816837,8325
"[0.9798200130462646, 1.0160599946975708, 1.0160800218582153, 1.0468100309371948, 1.0368800163269043]",-6,0.98239,121.954339155902,63.496,7967.433714816837,8326
"[0.9798499941825867, 1.0161099433898926, 1.0161199569702148, 1.0468599796295166, 1.0369199514389038]",-6,0.98242,121.954339155902,63.496,7967.433714816837,8327
"[0.979889988899231, 1.0161499977111816, 1.0161700248718262, 1.046910047531128, 1.0369499921798706]",-6,0.98245,121.954339155902,63.496,7967.433714816837,8328
"[0.9799200296401978, 1.0161900520324707, 1.0162099599838257, 1.0469599962234497, 1.0369900465011597]",-6,0.98249,121.954339155902,63.496,7967.433714816837,8329
"[0.979960024356842, 1.0162400007247925, 1.016260027885437, 1.0470199584960938, 1.0370399951934814]",-6,0.98252,121.954339155902,63.496,7967.433714816837,8330
"[0.9799900054931641, 1.0162800550460815, 1.0162999629974365, 1.0470600128173828, 1.0370700359344482]",-6,0.98255,121.954339155902,63.496,7967.433714816837,8331
"[0.9800300002098083, 1.016319990158081, 1.0163400173187256, 1.0471099615097046, 1.0371099710464478]",-6,0.98259,121.954339155902,63.496,7967.433714816837,8332
"[0.9800599813461304, 1.0163700580596924, 1.0163899660110474, 1.047160029411316, 1.0371500253677368]",-6,0.98262,121.954339155902,63.496,7967.433714816837,8333
"[0.9800900220870972, 1.016409993171692, 1.0164300203323364, 1.0472099781036377, 1.0371899604797363]",-6,0.98265,121.954339155902,63.496,7967.433714816837,8334
"[0.9801300168037415, 1.016450047492981, 1.016469955444336, 1.047260046005249, 1.0372300148010254]",-6,0.98268,121.954339155902,63.496,7967.433714816837,8335
"[0.9801599979400635, 1.0164999961853027, 1.0165200233459473, 1.0473099946975708, 1.037269949913025]",-6,0.98272,121.954339155902,63.496,7967.433714816837,8336
"[0.9801999926567078, 1.0165400505065918, 1.0165599584579468, 1.0473599433898926, 1.037310004234314]",-6,0.98275,121.954339155902,63.496,7967.433714816837,8337
"[0.9802299737930298, 1.0165799856185913, 1.0166000127792358, 1.047410011291504, 1.037350058555603]",-6,0.98278,121.954339155902,63.496,7967.433714816837,8338
"[0.9802700281143188, 1.0166300535202026, 1.0166499614715576, 1.0474599599838257, 1.0373899936676025]",-6,0.98282,121.954339155902,63.496,7967.433714816837,8339
"[0.9803000092506409, 1.0166699886322021, 1.0166900157928467, 1.047510027885437, 1.0374300479888916]",-6,0.98285,121.954339155902,63.496,7967.433714816837,8340
"[0.9803400039672852, 1.0167100429534912, 1.0167299509048462, 1.0475599765777588, 1.0374699831008911]",-6,0.98288,121.954339155902,63.496,7967.433714816837,8341
"[0.9803699851036072, 1.016759991645813, 1.0167800188064575, 1.0476100444793701, 1.0375100374221802]",-6,0.98291,121.954339155902,63.496,7967.433714816837,8342
"[0.980400025844574, 1.016800045967102, 1.016819953918457, 1.047659993171692, 1.0375499725341797]",-6,0.98295,121.954339155902,63.496,7967.433714816837,8343
"[0.9804400205612183, 1.0168399810791016, 1.016860008239746, 1.0477099418640137, 1.0375900268554688]",-6,0.98298,121.954339155902,63.496,7967.433714816837,8344
"[0.9804700016975403, 1.016890048980713, 1.0169099569320679, 1.0477700233459473, 1.0376299619674683]",-6,0.98301,121.954339155902,63.496,7967.433714816837,8345
