voltage_list,tap,reg_voltage,vreg,ptratio,v_base,patamar
"[0.9862599968910217, 0.9837599992752075, 0.9837599992752075, 0.9799000024795532, 0.9857400059700012]",0,0.9891,123.0,63.496,7967.433714816837,1668
"[0.986270010471344, 0.9837599992752075, 0.9837700128555298, 0.9799100160598755, 0.9857400059700012]",0,0.9891,123.0,63.496,7967.433714816837,1669
"[0.986270010471344, 0.9837700128555298, 0.983780026435852, 0.9799200296401978, 0.9857500195503235]",0,0.98911,123.0,63.496,7967.433714816837,1670
"[0.9862800240516663, 0.983780026435852, 0.983780026435852, 0.9799200296401978, 0.985759973526001]",0,0.98911,123.0,63.496,7967.433714816837,1671
"[0.9862800240516663, 0.983780026435852, 0.9837899804115295, 0.9799299836158752, 0.985759973526001]",0,0.98912,123.0,63.496,7967.433714816837,1672
"[0.9862899780273438, 0.9837899804115295, 0.9837999939918518, 0.9799399971961975, 0.9857699871063232]",0,0.98912,123.0,63.496,7967.433714816837,1673
"[0.986299991607666, 0.9837999939918518, 0.9837999939918518, 0.9799500107765198, 0.9857800006866455]",0,0.98913,123.0,63.496,7967.433714816837,1674
"[0.986299991607666, 0.9837999939918518, 0.9838100075721741, 0.9799500107765198, 0.9857900142669678]",0,0.98913,123.0,63.496,7967.433714816837,1675
"[0.9863100051879883, 0.9838100075721741, 0.9838200211524963, 0.979960024356842, 0.9857900142669678]",0,0.98914,123.0,63.496,7967.433714816837,1676
"[0.9863100051879883, 0.9838200211524963, 0.9838200211524963, 0.9799699783325195, 0.98580002784729]",0,0.98915,123.0,63.496,7967.433714816837,1677
"[0.9863200187683105, 0.9838200211524963, 0.9838299751281738, 0.9799799919128418, 0.9858099818229675]",0,0.98915,123.0,63.496,7967.433714816837,1678
"[0.986329972743988, 0.9838299751281738, 0.9838399887084961, 0.9799900054931641, 0.9858099818229675]",0,0.98916,123.0,63.496,7967.433714816837,1679
"[0.986329972743988, 0.9838399887084961, 0.9838399887084961, 0.9799900054931641, 0.9858199954032898]",0,0.98916,123.0,63.496,7967.433714816837,1680
"[0.9863399863243103, 0.9838399887084961, 0.9838500022888184, 0.9800000190734863, 0.9858300089836121]",0,0.98917,123.0,63.496,7967.433714816837,1681
"[0.9863399863243103, 0.9838399887084961, 0.9838500022888184, 0.9800000190734863, 0.9858300089836121]",0,0.98917,123.0,63.496,7967.433714816837,1682
"[0.9863399863243103, 0.9838500022888184, 0.9838500022888184, 0.9800099730491638, 0.9858300089836121]",0,0.98917,123.0,63.496,7967.433714816837,1683
"[0.9863399863243103, 0.9838500022888184, 0.9838600158691406, 0.9800099730491638, 0.9858300089836121]",0,0.98917,123.0,63.496,7967.433714816837,1684
"[0.9863399863243103, 0.9838500022888184, 0.9838600158691406, 0.9800099730491638, 0.9858400225639343]",0,0.98917,123.0,63.496,7967.433714816837,1685
"[0.9863499999046326, 0.9838500022888184, 0.9838600158691406, 0.9800199866294861, 0.9858400225639343]",0,0.98918,123.0,63.496,7967.433714816837,1686
"[0.9863499999046326, 0.9838600158691406, 0.9838600158691406, 0.9800199866294861, 0.9858400225639343]",0,0.98918,123.0,63.496,7967.433714816837,1687
"[0.9863499999046326, 0.9838600158691406, 0.9838600158691406, 0.9800199866294861, 0.9858400225639343]",0,0.98918,123.0,63.496,7967.433714816837,1688
"[0.9863499999046326, 0.9838600158691406, 0.9838700294494629, 0.9800199866294861, 0.9858499765396118]",0,0.98918,123.0,63.496,7967.433714816837,1689
"[0.9863499999046326, 0.9838600158691406, 0.9838700294494629, 0.9800300002098083, 0.9858499765396118]",0,0.98918,123.0,63.496,7967.433714816837,1690
"[0.9863499999046326, 0.9838600158691406, 0.9838700294494629, 0.9800300002098083, 0.9858499765396118]",0,0.98919,123.0,63.496,7967.433714816837,1691
"[0.9863600134849548, 0.9838700294494629, 0.9838700294494629, 0.9800300002098083, 0.9858499765396118]",0,0.98919,123.0,63.496,7967.433714816837,1692
"[0.9863600134849548, 0.9838700294494629, 0.9838799834251404, 0.9800400137901306, 0.9858599901199341]",0,0.98919,123.0,63.496,7967.433714816837,1693
"[0.9863600134849548, 0.9838700294494629, 0.9838799834251404, 0.9800400137901306, 0.9858599901199341]",0,0.98919,123.0,63.496,7967.433714816837,1694
"[0.9863600134849548, 0.9838700294494629, 0.9838799834251404, 0.9800400137901306, 0.9858599901199341]",0,0.98919,123.0,63.496,7967.433714816837,1695
"[0.9863600134849548, 0.9838799834251404, 0.9838799834251404, 0.9800400137901306, 0.9858599901199341]",0,0.98919,123.0,63.496,7967.433714816837,1696
"[0.9863700270652771, 0.9838799834251404, 0.9838899970054626, 0.9800500273704529, 0.9858700037002563]",0,0.9892,123.0,63.496,7967.433714816837,1697
"[0.9863700270652771, 0.9838799834251404, 0.9838899970054626, 0.9800500273704529, 0.9858700037002563]",0,0.9892,123.0,63.496,7967.433714816837,1698
"[0.9863700270652771, 0.9838799834251404, 0.9838899970054626, 0.9800500273704529, 0.9858700037002563]",0,0.9892,123.0,63.496,7967.433714816837,1699
"[0.9863700270652771, 0.9838899970054626, 0.9838899970054626, 0.9800599813461304, 0.9858700037002563]",0,0.9892,123.0,63.496,7967.433714816837,1700
"[0.9863700270652771, 0.9838899970054626, 0.9838899970054626, 0.9800599813461304, 0.9858800172805786]",0,0.9892,123.0,63.496,7967.433714816837,1701
"[0.9863700270652771, 0.9838899970054626, 0.9839000105857849, 0.9800599813461304, 0.9858800172805786]",0,0.9892,123.0,63.496,7967.433714816837,1702
"[0.9863799810409546, 0.9838899970054626, 0.9839000105857849, 0.9800599813461304, 0.9858800172805786]",0,0.98921,123.0,63.496,7967.433714816837,1703
"[0.9863799810409546, 0.9838899970054626, 0.9839000105857849, 0.9800699949264526, 0.9858800172805786]",0,0.98921,123.0,63.496,7967.433714816837,1704
"[0.9863799810409546, 0.9839000105857849, 0.9839000105857849, 0.9800699949264526, 0.9858899712562561]",0,0.98921,123.0,63.496,7967.433714816837,1705
"[0.9863799810409546, 0.9839000105857849, 0.9839100241661072, 0.9800699949264526, 0.9858899712562561]",0,0.98921,123.0,63.496,7967.433714816837,1706
"[0.9863799810409546, 0.9839000105857849, 0.9839100241661072, 0.9800800085067749, 0.9858899712562561]",0,0.98921,123.0,63.496,7967.433714816837,1707
"[0.9863799810409546, 0.9839000105857849, 0.9839100241661072, 0.9800800085067749, 0.9858899712562561]",0,0.98921,123.0,63.496,7967.433714816837,1708
"[0.9863899946212769, 0.9839100241661072, 0.9839100241661072, 0.9800800085067749, 0.9858999848365784]",0,0.98922,123.0,63.496,7967.433714816837,1709
"[0.9863899946212769, 0.9839100241661072, 0.9839199781417847, 0.9800800085067749, 0.9858999848365784]",0,0.98922,123.0,63.496,7967.433714816837,1710
"[0.9863899946212769, 0.9839100241661072, 0.9839199781417847, 0.9800900220870972, 0.9858999848365784]",0,0.98922,123.0,63.496,7967.433714816837,1711
"[0.9863899946212769, 0.9839100241661072, 0.9839199781417847, 0.9800900220870972, 0.9859099984169006]",0,0.98922,123.0,63.496,7967.433714816837,1712
"[0.9863899946212769, 0.9839199781417847, 0.9839199781417847, 0.9800900220870972, 0.9859099984169006]",0,0.98922,123.0,63.496,7967.433714816837,1713
"[0.9864000082015991, 0.9839199781417847, 0.9839199781417847, 0.9800999760627747, 0.9859099984169006]",0,0.98923,123.0,63.496,7967.433714816837,1714
"[0.9864000082015991, 0.9839199781417847, 0.9839299917221069, 0.9800999760627747, 0.9859099984169006]",0,0.98923,123.0,63.496,7967.433714816837,1715
"[0.9864000082015991, 0.9839199781417847, 0.9839299917221069, 0.9800999760627747, 0.9859200119972229]",0,0.98923,123.0,63.496,7967.433714816837,1716
"[0.9864000082015991, 0.9839199781417847, 0.9839299917221069, 0.9800999760627747, 0.9859200119972229]",0,0.98923,123.0,63.496,7967.433714816837,1717
"[0.9864000082015991, 0.9839299917221069, 0.9839299917221069, 0.9801099896430969, 0.9859200119972229]",0,0.98923,123.0,63.496,7967.433714816837,1718
"[0.9864000082015991, 0.9839299917221069, 0.9839400053024292, 0.9801099896430969, 0.9859200119972229]",0,0.98923,123.0,63.496,7967.433714816837,1719
"[0.9864100217819214, 0.9839299917221069, 0.9839400053024292, 0.9801099896430969, 0.9859300255775452]",0,0.98924,123.0,63.496,7967.433714816837,1720
"[0.9864100217819214, 0.9839299917221069, 0.9839400053024292, 0.9801200032234192, 0.9859300255775452]",0,0.98924,123.0,63.496,7967.433714816837,1721
"[0.9864100217819214, 0.9839400053024292, 0.9839400053024292, 0.9801200032234192, 0.9859300255775452]",0,0.98924,123.0,63.496,7967.433714816837,1722
"[0.9864100217819214, 0.9839400053024292, 0.9839500188827515, 0.9801200032234192, 0.9859300255775452]",0,0.98924,123.0,63.496,7967.433714816837,1723
"[0.9864100217819214, 0.9839400053024292, 0.9839500188827515, 0.9801200032234192, 0.9859399795532227]",0,0.98924,123.0,63.496,7967.433714816837,1724
"[0.9864199757575989, 0.9839400053024292, 0.9839500188827515, 0.9801300168037415, 0.9859399795532227]",0,0.98924,123.0,63.496,7967.433714816837,1725
"[0.9864199757575989, 0.9839500188827515, 0.9839500188827515, 0.9801300168037415, 0.9859399795532227]",0,0.98925,123.0,63.496,7967.433714816837,1726
"[0.9864199757575989, 0.9839500188827515, 0.9839500188827515, 0.9801300168037415, 0.9859399795532227]",0,0.98925,123.0,63.496,7967.433714816837,1727
"[0.9864199757575989, 0.9839500188827515, 0.983959972858429, 0.980139970779419, 0.9859499931335449]",0,0.98925,123.0,63.496,7967.433714816837,1728
"[0.9864199757575989, 0.9839500188827515, 0.983959972858429, 0.980139970779419, 0.9859499931335449]",0,0.98925,123.0,63.496,7967.433714816837,1729
"[0.9864199757575989, 0.9839500188827515, 0.983959972858429, 0.980139970779419, 0.9859499931335449]",0,0.98925,123.0,63.496,7967.433714816837,1730
"[0.9864299893379211, 0.983959972858429, 0.983959972858429, 0.980139970779419, 0.9859499931335449]",0,0.98925,123.0,63.496,7967.433714816837,1731
"[0.9864299893379211, 0.983959972858429, 0.9839699864387512, 0.9801499843597412, 0.9859600067138672]",0,0.98926,123.0,63.496,7967.433714816837,1732
"[0.9864299893379211, 0.983959972858429, 0.9839699864387512, 0.9801499843597412, 0.9859600067138672]",0,0.98926,123.0,63.496,7967.433714816837,1733
"[0.9864299893379211, 0.983959972858429, 0.9839699864387512, 0.9801499843597412, 0.9859600067138672]",0,0.98926,123.0,63.496,7967.433714816837,1734
"[0.9864299893379211, 0.9839699864387512, 0.9839699864387512, 0.9801599979400635, 0.9859600067138672]",0,0.98926,123.0,63.496,7967.433714816837,1735
"[0.9864299893379211, 0.9839699864387512, 0.9839800000190735, 0.9801599979400635, 0.9859700202941895]",0,0.98926,123.0,63.496,7967.433714816837,1736
"[0.9864400029182434, 0.9839699864387512, 0.9839800000190735, 0.9801599979400635, 0.9859700202941895]",0,0.98927,123.0,63.496,7967.433714816837,1737
"[0.9864400029182434, 0.9839699864387512, 0.9839800000190735, 0.9801599979400635, 0.9859700202941895]",0,0.98927,123.0,63.496,7967.433714816837,1738
"[0.9864400029182434, 0.9839800000190735, 0.9839800000190735, 0.9801700115203857, 0.9859700202941895]",0,0.98927,123.0,63.496,7967.433714816837,1739
"[0.9864400029182434, 0.9839800000190735, 0.9839800000190735, 0.9801700115203857, 0.9859799742698669]",0,0.98927,123.0,63.496,7967.433714816837,1740
"[0.9864400029182434, 0.9839800000190735, 0.9839900135993958, 0.9801700115203857, 0.9859799742698669]",0,0.98927,123.0,63.496,7967.433714816837,1741
"[0.9864500164985657, 0.9839800000190735, 0.9839900135993958, 0.980180025100708, 0.9859799742698669]",0,0.98927,123.0,63.496,7967.433714816837,1742
"[0.9864500164985657, 0.9839800000190735, 0.9839900135993958, 0.980180025100708, 0.9859799742698669]",0,0.98928,123.0,63.496,7967.433714816837,1743
"[0.9864500164985657, 0.9839900135993958, 0.9839900135993958, 0.980180025100708, 0.9859899878501892]",0,0.98928,123.0,63.496,7967.433714816837,1744
"[0.9864500164985657, 0.9839900135993958, 0.984000027179718, 0.980180025100708, 0.9859899878501892]",0,0.98928,123.0,63.496,7967.433714816837,1745
"[0.9864500164985657, 0.9839900135993958, 0.984000027179718, 0.9801899790763855, 0.9859899878501892]",0,0.98928,123.0,63.496,7967.433714816837,1746
"[0.9864500164985657, 0.9839900135993958, 0.984000027179718, 0.9801899790763855, 0.9859899878501892]",0,0.98928,123.0,63.496,7967.433714816837,1747
"[0.9864599704742432, 0.984000027179718, 0.984000027179718, 0.9801899790763855, 0.9860000014305115]",0,0.98928,123.0,63.496,7967.433714816837,1748
"[0.9864599704742432, 0.984000027179718, 0.9840099811553955, 0.9801999926567078, 0.9860000014305115]",0,0.98929,123.0,63.496,7967.433714816837,1749
"[0.9864599704742432, 0.984000027179718, 0.9840099811553955, 0.9801999926567078, 0.9860000014305115]",0,0.98929,123.0,63.496,7967.433714816837,1750
"[0.9864599704742432, 0.984000027179718, 0.9840099811553955, 0.9801999926567078, 0.9860000014305115]",0,0.98929,123.0,63.496,7967.433714816837,1751
"[0.9864599704742432, 0.9840099811553955, 0.9840099811553955, 0.9801999926567078, 0.9860100150108337]",0,0.98929,123.0,63.496,7967.433714816837,1752
"[0.9864599704742432, 0.9840099811553955, 0.9840099811553955, 0.98021000623703, 0.9860100150108337]",0,0.98929,123.0,63.496,7967.433714816837,1753
"[0.9864699840545654, 0.9840099811553955, 0.9840199947357178, 0.98021000623703, 0.9860100150108337]",0,0.98929,123.0,63.496,7967.433714816837,1754
"[0.9864699840545654, 0.9840099811553955, 0.9840199947357178, 0.98021000623703, 0.9860100150108337]",0,0.9893,123.0,63.496,7967.433714816837,1755
"[0.9864699840545654, 0.9840099811553955, 0.9840199947357178, 0.9802200198173523, 0.986020028591156]",0,0.9893,123.0,63.496,7967.433714816837,1756
"[0.9864699840545654, 0.9840199947357178, 0.9840199947357178, 0.9802200198173523, 0.986020028591156]",0,0.9893,123.0,63.496,7967.433714816837,1757
"[0.9864699840545654, 0.9840199947357178, 0.98403000831604, 0.9802200198173523, 0.986020028591156]",0,0.9893,123.0,63.496,7967.433714816837,1758
"[0.9864799976348877, 0.9840199947357178, 0.98403000831604, 0.9802200198173523, 0.986020028591156]",0,0.9893,123.0,63.496,7967.433714816837,1759
"[0.9864799976348877, 0.9840199947357178, 0.98403000831604, 0.9802299737930298, 0.9860299825668335]",0,0.98931,123.0,63.496,7967.433714816837,1760
"[0.9864799976348877, 0.98403000831604, 0.98403000831604, 0.9802299737930298, 0.9860299825668335]",0,0.98931,123.0,63.496,7967.433714816837,1761
"[0.9864799976348877, 0.98403000831604, 0.9840400218963623, 0.9802299737930298, 0.9860299825668335]",0,0.98931,123.0,63.496,7967.433714816837,1762
"[0.9864799976348877, 0.98403000831604, 0.9840400218963623, 0.980239987373352, 0.9860299825668335]",0,0.98931,123.0,63.496,7967.433714816837,1763
"[0.9864799976348877, 0.98403000831604, 0.9840400218963623, 0.980239987373352, 0.9860399961471558]",0,0.98931,123.0,63.496,7967.433714816837,1764
"[0.98649001121521, 0.9840400218963623, 0.9840400218963623, 0.980239987373352, 0.9860399961471558]",0,0.98931,123.0,63.496,7967.433714816837,1765
"[0.98649001121521, 0.9840400218963623, 0.9840400218963623, 0.980239987373352, 0.9860399961471558]",0,0.98932,123.0,63.496,7967.433714816837,1766
"[0.98649001121521, 0.9840400218963623, 0.9840499758720398, 0.9802500009536743, 0.9860399961471558]",0,0.98932,123.0,63.496,7967.433714816837,1767
"[0.98649001121521, 0.9840400218963623, 0.9840499758720398, 0.9802500009536743, 0.986050009727478]",0,0.98932,123.0,63.496,7967.433714816837,1768
"[0.98649001121521, 0.9840400218963623, 0.9840499758720398, 0.9802500009536743, 0.986050009727478]",0,0.98932,123.0,63.496,7967.433714816837,1769
"[0.98649001121521, 0.9840499758720398, 0.9840499758720398, 0.9802600145339966, 0.986050009727478]",0,0.98932,123.0,63.496,7967.433714816837,1770
"[0.9865000247955322, 0.9840499758720398, 0.9840599894523621, 0.9802600145339966, 0.986050009727478]",0,0.98932,123.0,63.496,7967.433714816837,1771
"[0.9865000247955322, 0.9840499758720398, 0.9840599894523621, 0.9802600145339966, 0.9860600233078003]",0,0.98933,123.0,63.496,7967.433714816837,1772
"[0.9865000247955322, 0.9840499758720398, 0.9840599894523621, 0.9802600145339966, 0.9860600233078003]",0,0.98933,123.0,63.496,7967.433714816837,1773
"[0.9865000247955322, 0.9840599894523621, 0.9840599894523621, 0.9802700281143188, 0.9860600233078003]",0,0.98933,123.0,63.496,7967.433714816837,1774
"[0.9865000247955322, 0.9840599894523621, 0.9840700030326843, 0.9802700281143188, 0.9860600233078003]",0,0.98933,123.0,63.496,7967.433714816837,1775
"[0.9865099787712097, 0.9840599894523621, 0.9840700030326843, 0.9802700281143188, 0.9860699772834778]",0,0.98933,123.0,63.496,7967.433714816837,1776
"[0.9865099787712097, 0.9840599894523621, 0.9840700030326843, 0.9802799820899963, 0.9860699772834778]",0,0.98934,123.0,63.496,7967.433714816837,1777
"[0.9865099787712097, 0.9840700030326843, 0.9840700030326843, 0.9802799820899963, 0.9860699772834778]",0,0.98934,123.0,63.496,7967.433714816837,1778
"[0.9865099787712097, 0.9840700030326843, 0.9840700030326843, 0.9802799820899963, 0.9860699772834778]",0,0.98934,123.0,63.496,7967.433714816837,1779
"[0.9865099787712097, 0.9840700030326843, 0.9840800166130066, 0.9802799820899963, 0.9860799908638]",0,0.98934,123.0,63.496,7967.433714816837,1780
"[0.9865099787712097, 0.9840700030326843, 0.9840800166130066, 0.9802899956703186, 0.9860799908638]",0,0.98934,123.0,63.496,7967.433714816837,1781
"[0.986519992351532, 0.9840700030326843, 0.9840800166130066, 0.9802899956703186, 0.9860799908638]",0,0.98934,123.0,63.496,7967.433714816837,1782
"[0.986519992351532, 0.9840800166130066, 0.9840800166130066, 0.9802899956703186, 0.9860900044441223]",0,0.98935,123.0,63.496,7967.433714816837,1783
"[0.986519992351532, 0.9840800166130066, 0.9840899705886841, 0.9803000092506409, 0.9860900044441223]",0,0.98935,123.0,63.496,7967.433714816837,1784
"[0.986519992351532, 0.9840800166130066, 0.9840899705886841, 0.9803000092506409, 0.9860900044441223]",0,0.98935,123.0,63.496,7967.433714816837,1785
"[0.986519992351532, 0.9840800166130066, 0.9840899705886841, 0.9803000092506409, 0.9860900044441223]",0,0.98935,123.0,63.496,7967.433714816837,1786
"[0.986519992351532, 0.9840899705886841, 0.9840899705886841, 0.9803000092506409, 0.9861000180244446]",0,0.98935,123.0,63.496,7967.433714816837,1787
"[0.9865300059318542, 0.9840899705886841, 0.9840999841690063, 0.9803100228309631, 0.9861000180244446]",0,0.98935,123.0,63.496,7967.433714816837,1788
"[0.9865300059318542, 0.9840899705886841, 0.9840999841690063, 0.9803100228309631, 0.9861000180244446]",0,0.98936,123.0,63.496,7967.433714816837,1789
"[0.9865300059318542, 0.9840899705886841, 0.9840999841690063, 0.9803100228309631, 0.9861000180244446]",0,0.98936,123.0,63.496,7967.433714816837,1790
"[0.9865300059318542, 0.9840999841690063, 0.9840999841690063, 0.9803199768066406, 0.9861099720001221]",0,0.98936,123.0,63.496,7967.433714816837,1791
"[0.9865300059318542, 0.9840999841690063, 0.9840999841690063, 0.9803199768066406, 0.9861099720001221]",0,0.98936,123.0,63.496,7967.433714816837,1792
"[0.9865400195121765, 0.9840999841690063, 0.9841099977493286, 0.9803199768066406, 0.9861099720001221]",0,0.98936,123.0,63.496,7967.433714816837,1793
"[0.9865400195121765, 0.9840999841690063, 0.9841099977493286, 0.9803199768066406, 0.9861099720001221]",0,0.98936,123.0,63.496,7967.433714816837,1794
"[0.9865400195121765, 0.9840999841690063, 0.9841099977493286, 0.9803299903869629, 0.9861199855804443]",0,0.98937,123.0,63.496,7967.433714816837,1795
"[0.9865400195121765, 0.9841099977493286, 0.9841099977493286, 0.9803299903869629, 0.9861199855804443]",0,0.98937,123.0,63.496,7967.433714816837,1796
"[0.9865400195121765, 0.9841099977493286, 0.9841200113296509, 0.9803299903869629, 0.9861199855804443]",0,0.98937,123.0,63.496,7967.433714816837,1797
"[0.9865400195121765, 0.9841099977493286, 0.9841200113296509, 0.9803400039672852, 0.9861199855804443]",0,0.98937,123.0,63.496,7967.433714816837,1798
"[0.986549973487854, 0.9841099977493286, 0.9841200113296509, 0.9803400039672852, 0.9861299991607666]",0,0.98937,123.0,63.496,7967.433714816837,1799
"[0.986549973487854, 0.9841200113296509, 0.9841200113296509, 0.9803400039672852, 0.9861299991607666]",0,0.98938,123.0,63.496,7967.433714816837,1800
"[0.986549973487854, 0.9841200113296509, 0.9841300249099731, 0.9803500175476074, 0.9861299991607666]",0,0.98938,123.0,63.496,7967.433714816837,1801
"[0.986549973487854, 0.9841200113296509, 0.9841300249099731, 0.9803500175476074, 0.9861299991607666]",0,0.98938,123.0,63.496,7967.433714816837,1802
"[0.986549973487854, 0.9841300249099731, 0.9841300249099731, 0.9803500175476074, 0.9861400127410889]",0,0.98938,123.0,63.496,7967.433714816837,1803
"[0.9865599870681763, 0.9841300249099731, 0.9841399788856506, 0.9803599715232849, 0.9861400127410889]",0,0.98938,123.0,63.496,7967.433714816837,1804
"[0.9865599870681763, 0.9841300249099731, 0.9841399788856506, 0.9803599715232849, 0.9861400127410889]",0,0.98939,123.0,63.496,7967.433714816837,1805
"[0.9865599870681763, 0.9841300249099731, 0.9841399788856506, 0.9803599715232849, 0.9861500263214111]",0,0.98939,123.0,63.496,7967.433714816837,1806
"[0.9865700006484985, 0.9841399788856506, 0.9841399788856506, 0.9803699851036072, 0.9861500263214111]",0,0.98939,123.0,63.496,7967.433714816837,1807
"[0.9865700006484985, 0.9841399788856506, 0.9841499924659729, 0.9803699851036072, 0.9861500263214111]",0,0.98939,123.0,63.496,7967.433714816837,1808
"[0.9865700006484985, 0.9841399788856506, 0.9841499924659729, 0.9803799986839294, 0.9861599802970886]",0,0.9894,123.0,63.496,7967.433714816837,1809
"[0.9865700006484985, 0.9841499924659729, 0.9841499924659729, 0.9803799986839294, 0.9861599802970886]",0,0.9894,123.0,63.496,7967.433714816837,1810
"[0.9865800142288208, 0.9841499924659729, 0.9841600060462952, 0.9803799986839294, 0.9861599802970886]",0,0.9894,123.0,63.496,7967.433714816837,1811
"[0.9865800142288208, 0.9841499924659729, 0.9841600060462952, 0.9803900122642517, 0.9861699938774109]",0,0.9894,123.0,63.496,7967.433714816837,1812
"[0.9865800142288208, 0.9841600060462952, 0.9841600060462952, 0.9803900122642517, 0.9861699938774109]",0,0.98941,123.0,63.496,7967.433714816837,1813
"[0.9865800142288208, 0.9841600060462952, 0.9841700196266174, 0.9803900122642517, 0.9861699938774109]",0,0.98941,123.0,63.496,7967.433714816837,1814
"[0.9865900278091431, 0.9841600060462952, 0.9841700196266174, 0.980400025844574, 0.9861800074577332]",0,0.98941,123.0,63.496,7967.433714816837,1815
"[0.9865900278091431, 0.9841700196266174, 0.9841700196266174, 0.980400025844574, 0.9861800074577332]",0,0.98941,123.0,63.496,7967.433714816837,1816
"[0.9865900278091431, 0.9841700196266174, 0.9841799736022949, 0.9804099798202515, 0.9861800074577332]",0,0.98942,123.0,63.496,7967.433714816837,1817
"[0.9865900278091431, 0.9841700196266174, 0.9841799736022949, 0.9804099798202515, 0.9861900210380554]",0,0.98942,123.0,63.496,7967.433714816837,1818
"[0.9865999817848206, 0.9841799736022949, 0.9841799736022949, 0.9804099798202515, 0.9861900210380554]",0,0.98942,123.0,63.496,7967.433714816837,1819
"[0.9865999817848206, 0.9841799736022949, 0.9841899871826172, 0.9804199934005737, 0.9861999750137329]",0,0.98942,123.0,63.496,7967.433714816837,1820
"[0.9865999817848206, 0.9841799736022949, 0.9841899871826172, 0.9804199934005737, 0.9861999750137329]",0,0.98943,123.0,63.496,7967.433714816837,1821
"[0.9865999817848206, 0.9841899871826172, 0.9841899871826172, 0.980430006980896, 0.9861999750137329]",0,0.98943,123.0,63.496,7967.433714816837,1822
"[0.9866099953651428, 0.9841899871826172, 0.9842000007629395, 0.980430006980896, 0.9862099885940552]",0,0.98943,123.0,63.496,7967.433714816837,1823
"[0.9866099953651428, 0.9841899871826172, 0.9842000007629395, 0.980430006980896, 0.9862099885940552]",0,0.98943,123.0,63.496,7967.433714816837,1824
"[0.9866099953651428, 0.9841899871826172, 0.9842000007629395, 0.9804400205612183, 0.9862099885940552]",0,0.98944,123.0,63.496,7967.433714816837,1825
"[0.9866200089454651, 0.9842000007629395, 0.9842100143432617, 0.9804400205612183, 0.9862200021743774]",0,0.98944,123.0,63.496,7967.433714816837,1826
"[0.9866200089454651, 0.9842000007629395, 0.9842100143432617, 0.9804400205612183, 0.9862200021743774]",0,0.98944,123.0,63.496,7967.433714816837,1827
"[0.9866200089454651, 0.9842000007629395, 0.9842100143432617, 0.9804499745368958, 0.9862200021743774]",0,0.98944,123.0,63.496,7967.433714816837,1828
"[0.9866200089454651, 0.9842100143432617, 0.9842100143432617, 0.9804499745368958, 0.9862300157546997]",0,0.98945,123.0,63.496,7967.433714816837,1829
"[0.9866300225257874, 0.9842100143432617, 0.984220027923584, 0.980459988117218, 0.9862300157546997]",0,0.98945,123.0,63.496,7967.433714816837,1830
"[0.9866300225257874, 0.9842100143432617, 0.984220027923584, 0.980459988117218, 0.9862300157546997]",0,0.98945,123.0,63.496,7967.433714816837,1831
"[0.9866300225257874, 0.984220027923584, 0.984220027923584, 0.980459988117218, 0.986240029335022]",0,0.98945,123.0,63.496,7967.433714816837,1832
"[0.9866300225257874, 0.984220027923584, 0.9842299818992615, 0.9804700016975403, 0.986240029335022]",0,0.98946,123.0,63.496,7967.433714816837,1833
"[0.9866399765014648, 0.984220027923584, 0.9842299818992615, 0.9804700016975403, 0.986240029335022]",0,0.98946,123.0,63.496,7967.433714816837,1834
"[0.9866399765014648, 0.9842299818992615, 0.9842299818992615, 0.9804700016975403, 0.9862499833106995]",0,0.98946,123.0,63.496,7967.433714816837,1835
"[0.9866399765014648, 0.9842299818992615, 0.9842399954795837, 0.9804800152778625, 0.9862499833106995]",0,0.98946,123.0,63.496,7967.433714816837,1836
"[0.9866399765014648, 0.9842299818992615, 0.9842399954795837, 0.9804800152778625, 0.9862499833106995]",0,0.98947,123.0,63.496,7967.433714816837,1837
"[0.9866499900817871, 0.9842399954795837, 0.9842399954795837, 0.9804900288581848, 0.9862599968910217]",0,0.98947,123.0,63.496,7967.433714816837,1838
"[0.9866499900817871, 0.9842399954795837, 0.984250009059906, 0.9804900288581848, 0.9862599968910217]",0,0.98947,123.0,63.496,7967.433714816837,1839
"[0.9866499900817871, 0.9842399954795837, 0.984250009059906, 0.9804900288581848, 0.9862599968910217]",0,0.98947,123.0,63.496,7967.433714816837,1840
"[0.9866499900817871, 0.984250009059906, 0.984250009059906, 0.9804999828338623, 0.986270010471344]",0,0.98948,123.0,63.496,7967.433714816837,1841
"[0.9866600036621094, 0.984250009059906, 0.9842600226402283, 0.9804999828338623, 0.986270010471344]",0,0.98948,123.0,63.496,7967.433714816837,1842
"[0.9866600036621094, 0.984250009059906, 0.9842600226402283, 0.9805099964141846, 0.986270010471344]",0,0.98948,123.0,63.496,7967.433714816837,1843
"[0.9866600036621094, 0.9842600226402283, 0.9842600226402283, 0.9805099964141846, 0.9862800240516663]",0,0.98948,123.0,63.496,7967.433714816837,1844
"[0.9866700172424316, 0.9842600226402283, 0.9842699766159058, 0.9805099964141846, 0.9862800240516663]",0,0.98949,123.0,63.496,7967.433714816837,1845
"[0.9866700172424316, 0.9842600226402283, 0.9842699766159058, 0.9805200099945068, 0.9862800240516663]",0,0.98949,123.0,63.496,7967.433714816837,1846
"[0.9866700172424316, 0.9842600226402283, 0.9842699766159058, 0.9805200099945068, 0.9862899780273438]",0,0.98949,123.0,63.496,7967.433714816837,1847
